0,1
Dataset\words\a02\a02-086\a02-086-03-10.png,that
Dataset\words\b04\b04-169\b04-169-01-04.png,are
Dataset\words\a03\a03-043\a03-043-02-01.png,as
Dataset\words\a03\a03-027\a03-027-08-02.png,Lester
Dataset\words\c04\c04-004\c04-004-00-07.png,feel
Dataset\words\c03\c03-021e\c03-021e-06-07.png,He
Dataset\words\d04\d04-032\d04-032-00-01.png,Shamir's
Dataset\words\a06\a06-070\a06-070-03-04.png,with
Dataset\words\b02\b02-102\b02-102-03-03.png,.
Dataset\words\a06\a06-057\a06-057-03-06.png,political
Dataset\words\a01\a01-132\a01-132-09-02.png,still
Dataset\words\d06\d06-076\d06-076-03-09.png,save
Dataset\words\a01\a01-014x\a01-014x-07-07.png,telephoned
Dataset\words\e06\e06-033\e06-033-01-04.png,tides
Dataset\words\a03\a03-043\a03-043-06-01.png,Canada
Dataset\words\c06\c06-100\c06-100-05-07.png,all
Dataset\words\c03\c03-003e\c03-003e-04-06.png,bring
Dataset\words\d06\d06-046\d06-046-08-02.png,no
Dataset\words\c02\c02-049\c02-049-06-05.png,the
Dataset\words\d01\d01-118\d01-118-04-02.png,but
Dataset\words\a01\a01-077\a01-077-08-07.png,on
Dataset\words\e07\e07-061\e07-061-07-00.png,difficulty
Dataset\words\b04\b04-081\b04-081-02-11.png,health
Dataset\words\a01\a01-096u\a01-096u-06-02.png,I
Dataset\words\a04\a04-059\a04-059-00-01.png,party
Dataset\words\a06\a06-134\a06-134-00-00.png,The
Dataset\words\a03\a03-006\a03-006-03-00.png,been
Dataset\words\b03\b03-109\b03-109-00-09.png,demon-
Dataset\words\b06\b06-032\b06-032-00-04.png,achieved
Dataset\words\e02\e02-014\e02-014-01-03.png,now
Dataset\words\d04\d04-005\d04-005-00-04.png,","
Dataset\words\a01\a01-113u\a01-113u-09-08.png,financial
Dataset\words\c04\c04-122\c04-122-05-08.png,""""
Dataset\words\c06\c06-020\c06-020-03-01.png,journalist
Dataset\words\b04\b04-195\b04-195-01-05.png,Barry
Dataset\words\a06\a06-114\a06-114-06-04.png,gear
Dataset\words\c04\c04-139\c04-139-02-10.png,used
Dataset\words\c06\c06-100\c06-100-01-02.png,respectably
Dataset\words\c06\c06-011\c06-011-05-07.png,telephone
Dataset\words\c03\c03-000b\c03-000b-00-04.png,Miss
Dataset\words\e04\e04-000\e04-000-02-06.png,solidly
Dataset\words\d07\d07-100\d07-100-06-05.png,it
Dataset\words\e01\e01-014\e01-014-02-07.png,collar
Dataset\words\e01\e01-018\e01-018-03-03.png,about
Dataset\words\c04\c04-061\c04-061-01-01.png,Smiler
Dataset\words\d06\d06-063\d06-063-08-06.png,could
Dataset\words\a01\a01-003\a01-003-01-01.png,majority
Dataset\words\e01\e01-102\e01-102-00-01.png,that
Dataset\words\c04\c04-004\c04-004-06-03.png,","
Dataset\words\d07\d07-093\d07-093-06-03.png,our
Dataset\words\a04\a04-031\a04-031-03-00.png,Kennedy
Dataset\words\d06\d06-091\d06-091-00-01.png,may
Dataset\words\d01\d01-080\d01-080-05-04.png,the
Dataset\words\a01\a01-063x\a01-063x-06-01.png,""""
Dataset\words\c06\c06-000\c06-000-04-05.png,","
Dataset\words\a01\a01-007u\a01-007u-09-00.png,the
Dataset\words\a01\a01-014x\a01-014x-03-07.png,do
Dataset\words\c03\c03-021e\c03-021e-05-06.png,comforter
Dataset\words\c04\c04-116\c04-116-00-14.png,time
Dataset\words\a06\a06-152\a06-152-07-05.png,centre
Dataset\words\c06\c06-011\c06-011-08-01.png,to
Dataset\words\d04\d04-066\d04-066-06-04.png,","
Dataset\words\a02\a02-106\a02-106-04-05.png,in
Dataset\words\a05\a05-113\a05-113-09-00.png,only
Dataset\words\a01\a01-003u\a01-003u-08-05.png,abolished
Dataset\words\a02\a02-020\a02-020-02-05.png,Heath
Dataset\words\b04\b04-162\b04-162-05-04.png,has
Dataset\words\b04\b04-162\b04-162-05-01.png,.
Dataset\words\a02\a02-020\a02-020-04-06.png,.
Dataset\words\a04\a04-035\a04-035-07-03.png,.
Dataset\words\a02\a02-050\a02-050-06-01.png,Accra
Dataset\words\c06\c06-116\c06-116-04-06.png,once
Dataset\words\d04\d04-050\d04-050-02-08.png,to
Dataset\words\b05\b05-074\b05-074-00-03.png,that
Dataset\words\c06\c06-005\c06-005-03-05.png,.
Dataset\words\e04\e04-011\e04-011-04-08.png,of
Dataset\words\e04\e04-086\e04-086-06-01.png,each
Dataset\words\b06\b06-082\b06-082-07-02.png,controls
Dataset\words\a01\a01-091u\a01-091u-03-03.png,for
Dataset\words\a05\a05-113\a05-113-01-05.png,Research
Dataset\words\c04\c04-000\c04-000-03-13.png,-
Dataset\words\a01\a01-053u\a01-053u-09-04.png,the
Dataset\words\e06\e06-030\e06-030-00-00.png,Easterly
Dataset\words\c03\c03-016b\c03-016b-06-05.png,but
Dataset\words\a01\a01-058\a01-058-01-02.png,Germany's
Dataset\words\e04\e04-034\e04-034-01-07.png,the
Dataset\words\a06\a06-124\a06-124-05-01.png,of
Dataset\words\c04\c04-075\c04-075-05-02.png,strings
Dataset\words\a01\a01-058x\a01-058x-03-01.png,said
Dataset\words\c02\c02-030\c02-030-02-02.png,to
Dataset\words\e04\e04-043\e04-043-05-00.png,weighs
Dataset\words\a05\a05-009\a05-009-05-06.png,the
Dataset\words\a06\a06-075\a06-075-05-01.png,Community
Dataset\words\a01\a01-011u\a01-011u-06-01.png,to
Dataset\words\d06\d06-100\d06-100-04-06.png,much
Dataset\words\d01\d01-123\d01-123-06-00.png,sheet
Dataset\words\a02\a02-120\a02-120-02-04.png,illegal
Dataset\words\b01\b01-122\b01-122-00-04.png,make
Dataset\words\b06\b06-068\b06-068-09-01.png,class
Dataset\words\c03\c03-003b\c03-003b-00-10.png,conceived
Dataset\words\e01\e01-102\e01-102-00-05.png,important
Dataset\words\b05\b05-032\b05-032-07-03.png,sledge-hammers
Dataset\words\a03\a03-030\a03-030-03-06.png,.
Dataset\words\d05\d05-021\d05-021-01-04.png,produced
Dataset\words\c06\c06-039\c06-039-03-02.png,during
Dataset\words\d05\d05-030\d05-030-01-02.png,much
Dataset\words\c03\c03-096f\c03-096f-02-03.png,feels
Dataset\words\a04\a04-089\a04-089-06-04.png,He
Dataset\words\a02\a02-037\a02-037-05-04.png,to
Dataset\words\a03\a03-017\a03-017-04-08.png,1951
Dataset\words\d07\d07-082\d07-082-00-07.png,further
Dataset\words\d01\d01-049\d01-049-01-01.png,is
Dataset\words\c02\c02-000\c02-000-06-03.png,La
Dataset\words\c03\c03-021a\c03-021a-07-03.png,gift
Dataset\words\b06\b06-049\b06-049-09-00.png,of
Dataset\words\e04\e04-114\e04-114-04-03.png,careful
Dataset\words\b04\b04-181\b04-181-03-05.png,rivals
Dataset\words\b03\b03-087\b03-087-03-13.png,may
Dataset\words\d06\d06-111\d06-111-02-11.png,got
Dataset\words\c03\c03-087f\c03-087f-02-02.png,a
Dataset\words\a01\a01-128\a01-128-04-05.png,is
Dataset\words\a01\a01-122u\a01-122u-08-07.png,Tory
Dataset\words\c04\c04-150\c04-150-01-10.png,the
Dataset\words\a03\a03-011\a03-011-01-08.png,facing
Dataset\words\a05\a05-080\a05-080-02-03.png,ordering
Dataset\words\a01\a01-014\a01-014-00-01.png,Roy's
Dataset\words\d04\d04-062\d04-062-00-05.png,serve
Dataset\words\a03\a03-011\a03-011-04-05.png,to
Dataset\words\a01\a01-063\a01-063-04-01.png,West
Dataset\words\e02\e02-091\e02-091-01-04.png,kit
Dataset\words\d05\d05-013\d05-013-02-04.png,word
Dataset\words\c03\c03-016c\c03-016c-01-06.png,A
Dataset\words\b05\b05-058\b05-058-02-03.png,Not
Dataset\words\b05\b05-074\b05-074-08-11.png,we
Dataset\words\e04\e04-114\e04-114-00-04.png,plane
Dataset\words\a01\a01-038\a01-038-05-03.png,Mr.
Dataset\words\a01\a01-091u\a01-091u-00-06.png,not
Dataset\words\b04\b04-066\b04-066-04-07.png,","
Dataset\words\a01\a01-053x\a01-053x-06-03.png,his
Dataset\words\b05\b05-045\b05-045-07-05.png,wickets
Dataset\words\e04\e04-034\e04-034-01-03.png,.
Dataset\words\a01\a01-030x\a01-030x-06-00.png,Labour's
Dataset\words\c03\c03-087a\c03-087a-05-01.png,could
Dataset\words\e04\e04-038\e04-038-02-01.png,cover
Dataset\words\c03\c03-081f\c03-081f-07-03.png,","
Dataset\words\a01\a01-007\a01-007-04-06.png,number
Dataset\words\a05\a05-062\a05-062-08-01.png,surest
Dataset\words\e02\e02-086\e02-086-04-09.png,to
Dataset\words\c03\c03-081c\c03-081c-04-04.png,not
Dataset\words\a01\a01-043\a01-043-08-02.png,in
Dataset\words\d03\d03-112\d03-112-01-08.png,Sol.
Dataset\words\c03\c03-096f\c03-096f-08-00.png,foreigners
Dataset\words\b05\b05-032\b05-032-08-10.png,the
Dataset\words\c03\c03-016d\c03-016d-08-00.png,is
Dataset\words\a01\a01-049\a01-049-09-05.png,had
Dataset\words\a01\a01-072u\a01-072u-07-00.png,so
Dataset\words\b04\b04-054\b04-054-04-02.png,trading
Dataset\words\a01\a01-030\a01-030-00-01.png,Rhodesia
Dataset\words\e04\e04-043\e04-043-01-04.png,which
Dataset\words\d04\d04-111\d04-111-02-08.png,.
Dataset\words\b02\b02-035\b02-035-04-02.png,pompous
Dataset\words\e04\e04-026\e04-026-03-04.png,to
Dataset\words\a01\a01-026x\a01-026x-02-03.png,on
Dataset\words\a01\a01-091u\a01-091u-05-08.png,Mr.
Dataset\words\c03\c03-007f\c03-007f-02-05.png,live
Dataset\words\a06\a06-114\a06-114-07-06.png,Holiday
Dataset\words\e04\e04-052\e04-052-07-05.png,.
Dataset\words\c03\c03-003f\c03-003f-04-00.png,central
Dataset\words\d04\d04-050\d04-050-03-07.png,will
Dataset\words\a01\a01-053u\a01-053u-06-06.png,""""
Dataset\words\a01\a01-043x\a01-043x-00-01.png,talks
Dataset\words\a05\a05-108\a05-108-02-04.png,a
Dataset\words\a01\a01-091u\a01-091u-05-06.png,them
Dataset\words\d04\d04-081\d04-081-00-03.png,:
Dataset\words\a03\a03-080\a03-080-01-03.png,","
Dataset\words\a04\a04-027\a04-027-00-04.png,Rusk
Dataset\words\a01\a01-132x\a01-132x-00-04.png,without
Dataset\words\a03\a03-089\a03-089-00-03.png,eventually
Dataset\words\a05\a05-113\a05-113-04-01.png,council's
Dataset\words\c03\c03-007c\c03-007c-02-08.png,streets
Dataset\words\a05\a05-048\a05-048-06-01.png,Prime
Dataset\words\d06\d06-067\d06-067-09-00.png,travel
Dataset\words\b04\b04-054\b04-054-01-09.png,for
Dataset\words\a05\a05-113\a05-113-01-01.png,had
Dataset\words\c03\c03-094c\c03-094c-02-02.png,Mr.
Dataset\words\c02\c02-059\c02-059-03-02.png,awarded
Dataset\words\b04\b04-040\b04-040-01-00.png,sisters
Dataset\words\c06\c06-138\c06-138-03-00.png,of
Dataset\words\a05\a05-121\a05-121-09-00.png,Russian
Dataset\words\b05\b05-067\b05-067-05-08.png,of
Dataset\words\d04\d04-047\d04-047-04-02.png,Tanis
Dataset\words\b01\b01-027\b01-027-05-05.png,won
Dataset\words\a05\a05-104\a05-104-06-01.png,Government
Dataset\words\a01\a01-020x\a01-020x-02-08.png,full
Dataset\words\c04\c04-035\c04-035-06-01.png,team
Dataset\words\e04\e04-004\e04-004-00-08.png,1
Dataset\words\c03\c03-094a\c03-094a-04-07.png,the
Dataset\words\b04\b04-195\b04-195-03-02.png,degree
Dataset\words\b06\b06-049\b06-049-04-00.png,anti-Nato
Dataset\words\a01\a01-117\a01-117-02-04.png,social
Dataset\words\b05\b05-042\b05-042-08-00.png,trade
Dataset\words\a06\a06-090\a06-090-01-06.png,be
Dataset\words\d05\d05-021\d05-021-02-07.png,Blood
Dataset\words\c03\c03-003d\c03-003d-05-06.png,In
Dataset\words\a06\a06-051\a06-051-08-01.png,his
Dataset\words\a01\a01-014\a01-014-08-06.png,talks
Dataset\words\a04\a04-039\a04-039-05-00.png,Schaerf
Dataset\words\c01\c01-066\c01-066-08-00.png,classes
Dataset\words\a03\a03-034\a03-034-00-04.png,are
Dataset\words\a05\a05-058\a05-058-05-04.png,to
Dataset\words\d06\d06-107\d06-107-06-01.png,have
Dataset\words\c03\c03-096d\c03-096d-06-04.png,","
Dataset\words\a02\a02-046\a02-046-05-11.png,five
Dataset\words\b01\b01-079\b01-079-08-04.png,force
Dataset\words\b04\b04-004\b04-004-08-04.png,by
Dataset\words\d06\d06-104\d06-104-00-04.png,of
Dataset\words\b06\b06-012\b06-012-03-02.png,with
Dataset\words\c06\c06-103\c06-103-03-01.png,have
Dataset\words\e01\e01-107\e01-107-00-08.png,with
Dataset\words\b04\b04-181\b04-181-02-03.png,much
Dataset\words\a01\a01-000u\a01-000u-00-04.png,Mr.
Dataset\words\b06\b06-023\b06-023-04-09.png,have
Dataset\words\c03\c03-000c\c03-000c-01-04.png,opens
Dataset\words\a02\a02-086\a02-086-03-07.png,compelled
Dataset\words\e02\e02-074\e02-074-07-07.png,material
Dataset\words\c06\c06-091\c06-091-03-01.png,in
Dataset\words\a01\a01-117u\a01-117u-02-06.png,And
Dataset\words\c02\c02-017\c02-017-09-05.png,a
Dataset\words\c03\c03-081b\c03-081b-08-01.png,","
Dataset\words\c02\c02-026\c02-026-07-00.png,the
Dataset\words\b06\b06-023\b06-023-05-07.png,and
Dataset\words\b06\b06-100\b06-100-03-05.png,the
Dataset\words\a01\a01-091\a01-091-04-01.png,undermining
Dataset\words\a01\a01-053x\a01-053x-08-07.png,the
Dataset\words\b06\b06-042\b06-042-02-00.png,with
Dataset\words\c03\c03-087d\c03-087d-04-05.png,in
Dataset\words\b01\b01-089\b01-089-09-00.png,and
Dataset\words\c03\c03-003a\c03-003a-01-03.png,terms
Dataset\words\e04\e04-019\e04-019-01-06.png,personal
Dataset\words\e01\e01-107\e01-107-01-05.png,ensure
Dataset\words\e01\e01-062\e01-062-00-08.png,used
Dataset\words\a05\a05-108\a05-108-00-01.png,puzzled
Dataset\words\a01\a01-063x\a01-063x-05-01.png,next
Dataset\words\d01\d01-085\d01-085-04-04.png,the
Dataset\words\b02\b02-105\b02-105-05-04.png,close
Dataset\words\d04\d04-071\d04-071-00-08.png,the
Dataset\words\d07\d07-082\d07-082-06-02.png,b.
Dataset\words\b06\b06-056\b06-056-10-02.png,moving
Dataset\words\c04\c04-004\c04-004-00-05.png,he
Dataset\words\c03\c03-007f\c03-007f-06-04.png,","
Dataset\words\a02\a02-050\a02-050-01-03.png,from
Dataset\words\a01\a01-058u\a01-058u-04-06.png,not
Dataset\words\d05\d05-021\d05-021-01-08.png,","
Dataset\words\b02\b02-045\b02-045-06-01.png,should
Dataset\words\a01\a01-000x\a01-000x-00-07.png,nominating
Dataset\words\e01\e01-032\e01-032-06-02.png,nothing
Dataset\words\e06\e06-006\e06-006-07-00.png,grounds
Dataset\words\c04\c04-116\c04-116-02-02.png,as
Dataset\words\c03\c03-084e\c03-084e-06-04.png,of
Dataset\words\a01\a01-014\a01-014-07-01.png,aide
Dataset\words\b04\b04-096\b04-096-01-08.png,The
Dataset\words\e02\e02-074\e02-074-04-10.png,;
Dataset\words\d04\d04-050\d04-050-02-04.png,of
Dataset\words\e06\e06-046\e06-046-02-01.png,;
Dataset\words\a01\a01-087\a01-087-05-07.png,the
Dataset\words\d04\d04-008\d04-008-05-03.png,precious
Dataset\words\d06\d06-041\d06-041-05-02.png,in
Dataset\words\b01\b01-009\b01-009-02-04.png,purely
Dataset\words\e04\e04-091\e04-091-00-01.png,chines
Dataset\words\c03\c03-081d\c03-081d-05-00.png,not
Dataset\words\c04\c04-098\c04-098-00-07.png,.
Dataset\words\a03\a03-017\a03-017-04-05.png,strict
Dataset\words\b04\b04-040\b04-040-05-07.png,a
Dataset\words\c02\c02-078\c02-078-06-10.png,sense
Dataset\words\a04\a04-010\a04-010-01-04.png,be
Dataset\words\a01\a01-117\a01-117-08-00.png,industry
Dataset\words\b06\b06-023\b06-023-07-09.png,the
Dataset\words\c03\c03-000a\c03-000a-02-03.png,.
Dataset\words\d06\d06-104\d06-104-01-02.png,so
Dataset\words\e01\e01-029\e01-029-04-05.png,","
Dataset\words\a02\a02-050\a02-050-02-06.png,13
Dataset\words\b03\b03-092\b03-092-05-10.png,Meteoro-
Dataset\words\a03\a03-023\a03-023-05-05.png,","
Dataset\words\c04\c04-170\c04-170-04-04.png,...
Dataset\words\c03\c03-007\c03-007-03-04.png,the
Dataset\words\c04\c04-080\c04-080-02-07.png,sound
Dataset\words\e02\e02-021\e02-021-00-04.png,better
Dataset\words\a05\a05-004\a05-004-08-09.png,","
Dataset\words\a02\a02-017\a02-017-04-07.png,when
Dataset\words\e01\e01-025\e01-025-00-02.png,is
Dataset\words\b06\b06-019\b06-019-00-02.png,has
Dataset\words\c02\c02-078\c02-078-03-01.png,air
Dataset\words\a01\a01-011u\a01-011u-07-05.png,but
Dataset\words\b03\b03-109\b03-109-06-04.png,come
Dataset\words\d01\d01-049\d01-049-01-05.png,common
Dataset\words\c03\c03-084d\c03-084d-07-05.png,of
Dataset\words\e01\e01-029\e01-029-08-02.png,true
Dataset\words\c02\c02-026\c02-026-07-02.png,flapping
Dataset\words\a02\a02-027\a02-027-01-09.png,past
Dataset\words\a06\a06-051\a06-051-07-03.png,amazing
Dataset\words\a04\a04-085\a04-085-01-03.png,million
Dataset\words\d05\d05-025\d05-025-01-04.png,Hamlet
Dataset\words\a01\a01-132\a01-132-07-06.png,for
Dataset\words\a06\a06-090\a06-090-07-02.png,took
Dataset\words\c03\c03-021f\c03-021f-00-02.png,the
Dataset\words\d06\d06-015\d06-015-00-02.png,more
Dataset\words\b04\b04-162\b04-162-02-00.png,Welensky's
Dataset\words\c03\c03-087a\c03-087a-06-00.png,succeeded
Dataset\words\a01\a01-113u\a01-113u-03-03.png,service
Dataset\words\c03\c03-000d\c03-000d-05-01.png,the
Dataset\words\c03\c03-003e\c03-003e-07-06.png,failed
Dataset\words\e01\e01-022\e01-022-03-05.png,Christening
Dataset\words\c03\c03-016a\c03-016a-02-05.png,dingy
Dataset\words\c01\c01-066\c01-066-09-00.png,leaves
Dataset\words\e04\e04-000\e04-000-00-05.png,will
Dataset\words\d06\d06-086\d06-086-08-03.png,the
Dataset\words\e01\e01-029\e01-029-00-05.png,","
Dataset\words\d06\d06-082\d06-082-04-08.png,frequently
Dataset\words\c06\c06-000\c06-000-01-05.png,","
Dataset\words\d06\d06-072\d06-072-09-08.png,which
Dataset\words\b04\b04-162\b04-162-05-00.png,months
Dataset\words\b04\b04-116\b04-116-02-06.png,rash
Dataset\words\a01\a01-102\a01-102-05-03.png,a
Dataset\words\b05\b05-050\b05-050-03-05.png,Hambledon
Dataset\words\a03\a03-066\a03-066-07-02.png,in
Dataset\words\a04\a04-047\a04-047-05-02.png,Mr.
Dataset\words\a04\a04-096\a04-096-00-06.png,doubts
Dataset\words\c04\c04-110\c04-110-03-03.png,39
Dataset\words\c04\c04-144\c04-144-07-00.png,man
Dataset\words\d04\d04-111\d04-111-07-03.png,gives
Dataset\words\c02\c02-056\c02-056-06-07.png,1931
Dataset\words\a01\a01-038\a01-038-00-00.png,Mr.
Dataset\words\d05\d05-013\d05-013-02-06.png,.
Dataset\words\c06\c06-052\c06-052-00-01.png,happened
Dataset\words\a05\a05-113\a05-113-00-00.png,True
Dataset\words\b06\b06-068\b06-068-05-03.png,into
Dataset\words\b05\b05-055\b05-055-00-05.png,real
Dataset\words\a04\a04-054\a04-054-00-08.png,submarine
Dataset\words\b04\b04-040\b04-040-05-08.png,Scotsman
Dataset\words\d01\d01-019\d01-019-05-06.png,the
Dataset\words\b04\b04-116\b04-116-05-08.png,give
Dataset\words\b03\b03-114\b03-114-06-03.png,The
Dataset\words\e01\e01-055\e01-055-09-04.png,the
Dataset\words\c06\c06-043\c06-043-06-05.png,he
Dataset\words\e02\e02-094\e02-094-08-06.png,in
Dataset\words\a02\a02-012\a02-012-03-04.png,since
Dataset\words\a05\a05-029\a05-029-06-04.png,for
Dataset\words\c06\c06-058\c06-058-06-08.png,cries
Dataset\words\d05\d05-030\d05-030-00-06.png,Laud
Dataset\words\d06\d06-027\d06-027-00-03.png,Loving
Dataset\words\b02\b02-013\b02-013-04-02.png,run
Dataset\words\d05\d05-025\d05-025-03-07.png,followed
Dataset\words\a02\a02-004\a02-004-05-05.png,Edward
Dataset\words\d06\d06-050\d06-050-00-11.png,tired
Dataset\words\b03\b03-104\b03-104-02-02.png,of
Dataset\words\d06\d06-003\d06-003-01-00.png,by
Dataset\words\a02\a02-008\a02-008-00-04.png,told
Dataset\words\e06\e06-021\e06-021-08-08.png,value
Dataset\words\e01\e01-018\e01-018-07-06.png,does
Dataset\words\b04\b04-034\b04-034-02-02.png,deaths
Dataset\words\b04\b04-034\b04-034-04-07.png,I
Dataset\words\a06\a06-119\a06-119-00-02.png,soared
Dataset\words\a01\a01-072x\a01-072x-01-05.png,answer
Dataset\words\a01\a01-132x\a01-132x-07-07.png,receiving
Dataset\words\e04\e04-026\e04-026-00-01.png,attach
Dataset\words\e02\e02-018\e02-018-04-07.png,work
Dataset\words\e04\e04-004\e04-004-02-00.png,been
Dataset\words\a01\a01-026u\a01-026u-01-01.png,in
Dataset\words\e04\e04-004\e04-004-01-04.png,Fig.
Dataset\words\e04\e04-004\e04-004-06-03.png,if
Dataset\words\b06\b06-019\b06-019-03-02.png,a
Dataset\words\e04\e04-124\e04-124-06-03.png,the
Dataset\words\b06\b06-008\b06-008-04-02.png,","
Dataset\words\d04\d04-096\d04-096-06-06.png,","
Dataset\words\c06\c06-111\c06-111-00-08.png,","
Dataset\words\a01\a01-107u\a01-107u-03-01.png,people
Dataset\words\a02\a02-072\a02-072-07-03.png,police
Dataset\words\c02\c02-082\c02-082-03-03.png,","
Dataset\words\b05\b05-074\b05-074-00-07.png,Versailles
Dataset\words\b06\b06-093\b06-093-10-05.png,apprenticeships
Dataset\words\a04\a04-006\a04-006-04-07.png,Kennedy
Dataset\words\a01\a01-113u\a01-113u-05-01.png,too
Dataset\words\c04\c04-105\c04-105-06-04.png,Aladdin's
Dataset\words\a05\a05-009\a05-009-04-02.png,policy
Dataset\words\d04\d04-131\d04-131-01-04.png,)
Dataset\words\a03\a03-047\a03-047-07-08.png,necessary
Dataset\words\c03\c03-081b\c03-081b-02-05.png,altogether
Dataset\words\b06\b06-090\b06-090-06-03.png,and
Dataset\words\b04\b04-121\b04-121-04-02.png,damage
Dataset\words\c03\c03-007d\c03-007d-03-00.png,streets
Dataset\words\c03\c03-000a\c03-000a-05-01.png,the
Dataset\words\a01\a01-038\a01-038-10-04.png,by
Dataset\words\b03\b03-104\b03-104-01-06.png,mess
Dataset\words\b04\b04-116\b04-116-04-00.png,No
Dataset\words\c06\c06-106\c06-106-06-04.png,","
Dataset\words\e04\e04-000\e04-000-02-01.png,articles
Dataset\words\b04\b04-054\b04-054-02-04.png,this
Dataset\words\b04\b04-195\b04-195-05-01.png,new
Dataset\words\b01\b01-057\b01-057-08-04.png,our
Dataset\words\b05\b05-042\b05-042-05-00.png,Not
Dataset\words\a01\a01-087\a01-087-04-01.png,-
Dataset\words\a02\a02-090\a02-090-00-09.png,again
Dataset\words\a06\a06-039\a06-039-05-04.png,Pact
Dataset\words\e02\e02-086\e02-086-06-03.png,work
Dataset\words\b04\b04-066\b04-066-02-01.png,for
Dataset\words\c03\c03-021c\c03-021c-06-02.png,room
Dataset\words\a02\a02-082\a02-082-05-01.png,500
Dataset\words\e06\e06-026\e06-026-03-04.png,westerlies
Dataset\words\a04\a04-069\a04-069-01-03.png,begin
Dataset\words\a02\a02-086\a02-086-05-05.png,his
Dataset\words\a03\a03-011\a03-011-08-01.png,have
Dataset\words\a03\a03-023\a03-023-03-02.png,pro-communists
Dataset\words\a01\a01-014x\a01-014x-05-07.png,are
Dataset\words\a01\a01-038\a01-038-09-01.png,with
Dataset\words\b06\b06-100\b06-100-02-02.png,keep
Dataset\words\a06\a06-064\a06-064-02-07.png,.
Dataset\words\a03\a03-047\a03-047-03-03.png,the
Dataset\words\b04\b04-116\b04-116-01-03.png,so
Dataset\words\b01\b01-018\b01-018-08-01.png,is
Dataset\words\c03\c03-003d\c03-003d-03-04.png,marriage
Dataset\words\c03\c03-021d\c03-021d-09-07.png,""""
Dataset\words\a01\a01-102\a01-102-01-05.png,considered
